title,summary,url,source,collected_at,category,text,processed_text,label
Santos chega a acordo com Alexandre Mattos e aguarda dirigente na Baixada,,https://www.uol.com.br/esporte/colunas/mercado-da-bola/2025/06/01/santos-chega-a-acordo-com-alexandre-mattos-e-aguarda-dirigente-na-baixada.htm,uol,2025-06-01 17:03:32,outras,Santos chega a acordo com Alexandre Mattos e aguarda dirigente na Baixada ,santo chegar acordo Alexandre Mattos aguardar dirigente baixada,4
Quem é quem na guerra política pela presidência do Corinthians,,https://www.uol.com.br/esporte/ultimas-noticias/agencia/2025/06/01/quem-e-quem-na-guerra-politica-pela-presidencia-do-corinthians.htm,uol,2025-06-01 17:03:32,outras,Quem é quem na guerra política pela presidência do Corinthians ,guerra politico presidencia Corinthians,4
Alcaraz vence 100º jogo no saibro e volta às quartas em Roland Garros,,https://www.uol.com.br/esporte/ultimas-noticias/2025/06/01/alcaraz-vence-100-jogo-no-saibro-e-volta-as-quartas-em-roland-garros.htm,uol,2025-06-01 17:03:32,resultado,Alcaraz vence 100º jogo no saibro e volta às quartas em Roland Garros ,alcaraz vencer 100o jogo saibro voltar quarta roland garro,0
"Botafogo encaminha vendas de Igor Jesus, Jair e Cuiabano para o Nottingham","O espanhol Carlos Alcaraz, número 2 do mundo, bateu o norte-americano Ben Shelton (13°) por 3 sets a 1, com...",https://www.uol.com.br/esporte/colunas/mercado-da-bola/2025/06/01/botafogo-encaminha-venda-de-trio-titular-para-o-nottingham-forest.htm,uol,2025-06-01 17:03:32,transferencia,"Botafogo encaminha vendas de Igor Jesus, Jair e Cuiabano para o Nottingham O espanhol Carlos Alcaraz, número 2 do mundo, bateu o norte-americano Ben Shelton (13°) por 3 sets a 1, com...",Botafogo encaminhar venda igor Jesus Jair cuiabano nottinghar espanhol carlos Alcaraz numero 2 mundo bater norte americano ben shelton 13 3 set 1,1
Alexandre Mattos vai para o Santos e só falta saber o nome exato do cargo,"O espanhol Carlos Alcaraz, número 2 do mundo, bateu o norte-americano Ben Shelton (13°) por 3 sets a 1, com...",https://www.uol.com.br/esporte/colunas/pvc/2025/06/01/alexandre-mattos-vai-para-o-santos-e-so-falta-saber-o-nome-exato-do-cargo.htm,uol,2025-06-01 17:03:32,outras,"Alexandre Mattos vai para o Santos e só falta saber o nome exato do cargo O espanhol Carlos Alcaraz, número 2 do mundo, bateu o norte-americano Ben Shelton (13°) por 3 sets a 1, com...",Alexandre Mattos Santos so nome exato cargo espanhol carlos Alcaraz numero 2 mundo bater norte americano ben shelton 13 3 set 1,4
São Paulo anuncia informações sobre venda de ingressos para duelo contra o Vasco,"O espanhol Carlos Alcaraz, número 2 do mundo, bateu o norte-americano Ben Shelton (13°) por 3 sets a 1, com...",https://www.uol.com.br/esporte/futebol/ultimas-noticias/gazeta-esportiva/2025/06/01/sao-paulo-anuncia-informacoes-sobre-venda-de-ingressos-para-duelo-contra-o-vasco.htm,uol,2025-06-01 17:03:32,transferencia,"São Paulo anuncia informações sobre venda de ingressos para duelo contra o Vasco O espanhol Carlos Alcaraz, número 2 do mundo, bateu o norte-americano Ben Shelton (13°) por 3 sets a 1, com...",Sao Paulo anunciar informacoe venda ingresso duelo vasco espanhol carlos Alcaraz numero 2 mundo bater norte americano ben shelton 13 3 set 1,1
Santos tem Neymar titular contra o Botafogo; veja escalações,"O espanhol Carlos Alcaraz, número 2 do mundo, bateu o norte-americano Ben Shelton (13°) por 3 sets a 1, com...",https://www.uol.com.br/esporte/futebol/ultimas-noticias/2025/06/01/santos-x-botafogo-brasileirao-escalacao.htm,uol,2025-06-01 17:03:32,outras,"Santos tem Neymar titular contra o Botafogo; veja escalações O espanhol Carlos Alcaraz, número 2 do mundo, bateu o norte-americano Ben Shelton (13°) por 3 sets a 1, com...",santo neymar titular botafogo escalacoes espanhol carlos Alcaraz numero 2 mundo bater norte americano ben shelton 13 3 set 1,4
Dembélé é eleito o melhor da Liga dos Campeões; PSG tem 7 na seleção,"O espanhol Carlos Alcaraz, número 2 do mundo, bateu o norte-americano Ben Shelton (13°) por 3 sets a 1, com...",https://www.uol.com.br/esporte/ultimas-noticias/agencia/2025/06/01/dembele-e-eleito-o-melhor-da-liga-dos-campeoes-psg-domina-selecao-com-sete-nomes.htm,uol,2025-06-01 17:03:32,outras,"Dembélé é eleito o melhor da Liga dos Campeões; PSG tem 7 na seleção O espanhol Carlos Alcaraz, número 2 do mundo, bateu o norte-americano Ben Shelton (13°) por 3 sets a 1, com...",dembele eleger bom liga Campeoes psg 7 selecao espanhol carlos Alcaraz numero 2 mundo bater norte americano ben shelton 13 3 set 1,4
"Com Neymar, Santos está escalado para pegar o Botafogo; confira","O espanhol Carlos Alcaraz, número 2 do mundo, bateu o norte-americano Ben Shelton (13°) por 3 sets a 1, com...",https://www.uol.com.br/esporte/futebol/ultimas-noticias/gazeta-esportiva/2025/06/01/com-neymar-santos-esta-escalado-para-pegar-o-botafogo-confira.htm,uol,2025-06-01 17:03:32,outras,"Com Neymar, Santos está escalado para pegar o Botafogo; confira O espanhol Carlos Alcaraz, número 2 do mundo, bateu o norte-americano Ben Shelton (13°) por 3 sets a 1, com...",neymar santo escalar botafogo confira espanhol carlos Alcaraz numero 2 mundo bater norte americano ben shelton 13 3 set 1,4
"Botafogo encaminha vendas de Igor Jesus, Jair e Cuiabano para o NottinghamFelipe Silva",,https://www.uol.com.br/esporte/colunas/mercado-da-bola/2025/06/01/botafogo-encaminha-venda-de-trio-titular-para-o-nottingham-forest.htm,uol,2025-06-01 17:03:32,transferencia,"Botafogo encaminha vendas de Igor Jesus, Jair e Cuiabano para o NottinghamFelipe Silva ",Botafogo encaminhar venda igor Jesus Jair cuiabano nottinghamfelipe Silva,1
Santos chega a acordo com Alexandre Mattos e aguarda dirigente na BaixadaAndré Hernan e Felipe Silva,André Hernan e Felipe Silva,https://www.uol.com.br/esporte/colunas/mercado-da-bola/2025/06/01/santos-chega-a-acordo-com-alexandre-mattos-e-aguarda-dirigente-na-baixada.htm,uol,2025-06-01 17:03:32,outras,Santos chega a acordo com Alexandre Mattos e aguarda dirigente na BaixadaAndré Hernan e Felipe Silva André Hernan e Felipe Silva,santo chegar acordo Alexandre Mattos aguardar dirigente Baixadaandre hernan Felipe Silva andre hernan Felipe Silva,4
Alexandre Mattos vai para o Santos e só falta saber o nome exato do cargoPVC,,https://www.uol.com.br/esporte/colunas/pvc/2025/06/01/alexandre-mattos-vai-para-o-santos-e-so-falta-saber-o-nome-exato-do-cargo.htm,uol,2025-06-01 17:03:32,outras,Alexandre Mattos vai para o Santos e só falta saber o nome exato do cargoPVC ,Alexandre Mattos Santos so nome exato cargopvc,4
"São Paulo anuncia informações sobre venda de ingressos para duelo contra o VascoO São Paulo divulgou, neste domingo, informações sobre a venda de ingressos para o duelo contra o Vasco, pela 12ª...","O São Paulo divulgou, neste domingo, informações sobre a venda de ingressos para o duelo contra o Vasco, pela 12ª...",https://www.uol.com.br/esporte/futebol/ultimas-noticias/gazeta-esportiva/2025/06/01/sao-paulo-anuncia-informacoes-sobre-venda-de-ingressos-para-duelo-contra-o-vasco.htm,uol,2025-06-01 17:03:32,transferencia,"São Paulo anuncia informações sobre venda de ingressos para duelo contra o VascoO São Paulo divulgou, neste domingo, informações sobre a venda de ingressos para o duelo contra o Vasco, pela 12ª... O São Paulo divulgou, neste domingo, informações sobre a venda de ingressos para o duelo contra o Vasco, pela 12ª...",Sao Paulo anunciar informacoe venda ingresso duelo vascoo Sao Paulo divulgar domingo informacoes venda ingresso duelo Vasco 12a Sao Paulo divulgar domingo informacoes venda ingresso duelo Vasco 12a,1
"Com Neymar, Santos está escalado para pegar o Botafogo; confiraO Santos está escalado para o duelo contra o Botafogo, válido pela 11ª rodada do Brasileirão, com um ""reforço"". Em","O Santos está escalado para o duelo contra o Botafogo, válido pela 11ª rodada do Brasileirão, com um ""reforço"". Em",https://www.uol.com.br/esporte/futebol/ultimas-noticias/gazeta-esportiva/2025/06/01/com-neymar-santos-esta-escalado-para-pegar-o-botafogo-confira.htm,uol,2025-06-01 17:03:32,outras,"Com Neymar, Santos está escalado para pegar o Botafogo; confiraO Santos está escalado para o duelo contra o Botafogo, válido pela 11ª rodada do Brasileirão, com um ""reforço"". Em O Santos está escalado para o duelo contra o Botafogo, válido pela 11ª rodada do Brasileirão, com um ""reforço"". Em",neymar santo escalar botafogo confirao santo escalar duelo botafogo valer 11a rodada brasileirao reforco santo escalar duelo botafogo valer 11a rodada brasileirao reforco,4
Gol do Operário-PR! Marcos Paulo aproveita rebote na área e vira o jogo contra o Athletico-PR,ESPN Deportes,https://www.espn.com.br/futebol/artigo/_/id/15260777,espn,2025-06-01 17:03:32,resultado,Gol do Operário-PR! Marcos Paulo aproveita rebote na área e vira o jogo contra o Athletico-PR ESPN Deportes,gol Operario pr marco Paulo aproveitar rebote area virar jogo athletico pr espn deporte,0
Botafogo e Nottingham Forest negociam pela transferência do zagueiro Jair,"Segundo apuração, ""há interesse real"" do clube inglês em contar com o defensor. As partes agora estão ""avaliando as condições"".",https://www.espn.com.br/futebol/,espn,2025-06-01 17:03:32,transferencia,"Botafogo e Nottingham Forest negociam pela transferência do zagueiro Jair Segundo apuração, ""há interesse real"" do clube inglês em contar com o defensor. As partes agora estão ""avaliando as condições"".",Botafogo nottinghar forest negociar transferencia zagueiro Jair apuracao ha interesse real clube ingles contar defensor parte estao avaliar condicoe,1
"Gol do Operário-PR! Rodrigo manda 'foguete, Daniel Amorim desvia e empata contra o Athletico-PR",VEJA a Série B no Disney+,https://www.espn.com.br/futebol/artigo/_/id/15260733,espn,2025-06-01 17:03:32,outras,"Gol do Operário-PR! Rodrigo manda 'foguete, Daniel Amorim desvia e empata contra o Athletico-PR VEJA a Série B no Disney+",gol Operario pr rodrigo mandar foguete daniel Amorim desviar empatar athletico pr serie b Disney,4
"Gol do Athletico-PR! Patrick acha lindo passe para Luiz Fernando na área, camisa 19 finaliza com desvio e marca contra o Operário-PR",VEJA a Série B no Disney+,https://www.espn.com.br/futebol/artigo/_/id/15260670,espn,2025-06-01 17:03:32,resultado,"Gol do Athletico-PR! Patrick acha lindo passe para Luiz Fernando na área, camisa 19 finaliza com desvio e marca contra o Operário-PR VEJA a Série B no Disney+",gol athletico pr Patrick achar lir passe luiz Fernando area camisa 19 finalizar desvio marca operario pr serie b Disney,0
"Flamengo relaciona Viña após 10 meses, mas tem desfalque contra o Fortaleza",Flamengo voltou a contar com o lateral-esquerdo Matías Viña em sua lista de relacionados,https://www.espn.com.br/football/club/_/id/819,espn,2025-06-01 17:03:32,outras,"Flamengo relaciona Viña após 10 meses, mas tem desfalque contra o Fortaleza Flamengo voltou a contar com o lateral-esquerdo Matías Viña em sua lista de relacionados",flamengo relacionar vino apos 10 desfalque fortaleza flamengo voltar contar lateral esquerdo matia vino lista relacionar,4
Beckham detona comportamento de jogadores do United em amistosos na Ásia: 'Inaceitável',"Manchester United perdeu amistoso contra combinado asiático nesta quarta-feira (28), na Malásia",https://www.espn.com.br/futebol/club/_/id/360,espn,2025-06-01 17:03:32,transferencia,"Beckham detona comportamento de jogadores do United em amistosos na Ásia: 'Inaceitável' Manchester United perdeu amistoso contra combinado asiático nesta quarta-feira (28), na Malásia",beckham detonar comportamento jogador united amistoso Asia inaceitavel Manchester united perder amistoso combinar asiatico feira 28 malasia,1
Festa da torcida do PSG após título da Champions acaba em confusão com a polícia em Paris,O PSG conquistou o título inédito da Liga dos Campeões ao golear a Inter de Milão por 5 a 0 no último sábado (31),https://www.espn.com.br/futebol/club/_/id/160,espn,2025-06-01 17:03:32,outras,Festa da torcida do PSG após título da Champions acaba em confusão com a polícia em Paris O PSG conquistou o título inédito da Liga dos Campeões ao golear a Inter de Milão por 5 a 0 no último sábado (31),festa torcida psg apos titulo champions acabar confusao policia Paris psg conquistar titulo ineditar liga Campeoes golear inter Milao 5 0 ultimo sabado 31,4
Torcida do PSG recepciona equipe em Paris com festa insana após título da Champions League 2024/25,O PSG conquistou o título inédito ao golear a Inter de Milão por 5 a 0 no último sábado (31),https://www.espn.com.br/futebol/club/_/id/160,espn,2025-06-01 17:03:32,resultado,Torcida do PSG recepciona equipe em Paris com festa insana após título da Champions League 2024/25 O PSG conquistou o título inédito ao golear a Inter de Milão por 5 a 0 no último sábado (31),torcida psg recepcionar equipe Paris festa insano apo titulo champions league 2024 25 psg conquistar titulo ineditar golear inter Milao 5 0 ultimo sabado 31,0
"Rebaixado? Presidente de organizada do São Paulo cita risco, diz que 'só torcida salva' e detona diretoria: 'Parar de palhaçada'","São Paulo foi derrotado pelo Bahia, pela 11ª rodada do Brasileirão, no sábado (31)",https://www.espn.com.br/futebol/club/_/id/2026,espn,2025-06-01 17:03:32,resultado,"Rebaixado? Presidente de organizada do São Paulo cita risco, diz que 'só torcida salva' e detona diretoria: 'Parar de palhaçada' São Paulo foi derrotado pelo Bahia, pela 11ª rodada do Brasileirão, no sábado (31)",rebaixar presidente organizar Sao Paulo citar risco so torcida salvar detonar diretoria parar palhacada Sao Paulo derrotar bahia 11a rodada brasileirao sabado 31,0
Final da Champions League: festa da torcida do PSG termina com dois mortos e quase 200 feridos,"As fatalidades mancharam o que começou como uma noite de euforia após o time parisiense vencer a Inter de Milão por 5 a 0, em Munique",https://www.espn.com.br/futebol/club/_/id/160,espn,2025-06-01 17:03:32,resultado,"Final da Champions League: festa da torcida do PSG termina com dois mortos e quase 200 feridos As fatalidades mancharam o que começou como uma noite de euforia após o time parisiense vencer a Inter de Milão por 5 a 0, em Munique",champions League festa torcida psg terminar morto quase 200 ferido fatalidade manchar comecar noite euforia apo time parisiense vencer inter Milao 5 0 munique,0
Internacional x Fluminense: onde assistir ao vivo e horário do jogo pelo Brasileirão,,https://exame.com/esporte/internacional-x-fluminense-onde-assistir-ao-vivo-e-horario-do-jogo-pelo-brasileirao/,exame,2025-06-01 17:03:32,resultado,Internacional x Fluminense: onde assistir ao vivo e horário do jogo pelo Brasileirão ,internacional x fluminense assistir vivo horario jogo brasileirao,0
Cruzeiro x Palmeiras: onde assistir ao vivo e horário do jogo pelo Brasileirão,,https://exame.com/esporte/cruzeiro-x-palmeiras-onde-assistir-ao-vivo-e-horario-do-jogo-pelo-brasileirao/,exame,2025-06-01 17:03:32,resultado,Cruzeiro x Palmeiras: onde assistir ao vivo e horário do jogo pelo Brasileirão ,cruzeiro x palmeira assistir vivo horario jogo brasileirao,0
Flamengo x Fortaleza: onde assistir ao vivo e horário do jogo pelo Brasileirão,,https://exame.com/esporte/flamengo-x-fortaleza-onde-assistir-ao-vivo-e-horario-do-jogo-pelo-brasileirao/,exame,2025-06-01 17:03:32,resultado,Flamengo x Fortaleza: onde assistir ao vivo e horário do jogo pelo Brasileirão ,flamengo x fortaleza assistir vivo horario jogo brasileirao,0
Corinthians x Vitória: onde assistir ao vivo e horário do jogo pelo Brasileirão,,https://exame.com/esporte/corinthians-x-vitoria-onde-assistir-ao-vivo-e-horario-do-jogo-pelo-brasileirao/,exame,2025-06-01 17:03:32,resultado,Corinthians x Vitória: onde assistir ao vivo e horário do jogo pelo Brasileirão ,Corinthians x vitoria assistir vivo horario jogo brasileirao,0
Ceará x Atlético-MG: onde assistir ao vivo e horário do jogo pelo Brasileirão,,https://exame.com/esporte/ceara-x-atletico-mg-onde-assistir-ao-vivo-e-horario-do-jogo-pelo-brasileirao/,exame,2025-06-01 17:03:32,resultado,Ceará x Atlético-MG: onde assistir ao vivo e horário do jogo pelo Brasileirão ,Ceara x atletico mg assistir vivo horario jogo brasileirao,0
Santos x Botafogo: onde assistir ao vivo e horário do jogo pelo Brasileirão,,https://exame.com/esporte/santos-x-botafogo-onde-assistir-ao-vivo-e-horario-do-jogo-pelo-brasileirao/,exame,2025-06-01 17:03:32,resultado,Santos x Botafogo: onde assistir ao vivo e horário do jogo pelo Brasileirão ,santo x botafogo assistir vivo horario jogo brasileirao,0
Juventude x Grêmio: onde assistir ao vivo e horário do jogo pelo Brasileirão,,https://exame.com/esporte/juventude-x-gremio-onde-assistir-ao-vivo-e-horario-do-jogo-pelo-brasileirao/,exame,2025-06-01 17:03:32,resultado,Juventude x Grêmio: onde assistir ao vivo e horário do jogo pelo Brasileirão ,juventude x gremio assistir vivo horario jogo brasileirao,0
"Jogos de hoje, domingo, 1º de junho, onde assistir ao vivo e horários",,https://exame.com/esporte/jogos-de-hoje-domingo-1o-de-junho-onde-assistir-ao-vivo-e-horarios/,exame,2025-06-01 17:03:32,resultado,"Jogos de hoje, domingo, 1º de junho, onde assistir ao vivo e horários ",jogo hoje domingo 1o junho assistir vivo horario,0
"Título do PSG na Champions tem homenagens a filha do técnico Luis Enrique, morta aos 9 anos",,https://exame.com/esporte/titulo-do-psg-na-champions-tem-homenagens-a-filha-do-tecnico-luis-enrique-morta-aos-9-anos/,exame,2025-06-01 17:03:32,transferencia,"Título do PSG na Champions tem homenagens a filha do técnico Luis Enrique, morta aos 9 anos ",titulo psg champions homenagem filha tecnico Luis enrique morta 9 ano,1
PSG faz história na final da Champions e vence Inter de Milão por 5 a 0,,https://exame.com/esporte/psg-faz-historia-na-final-da-champions-e-vence-inter-de-milao-por-5-a-0/,exame,2025-06-01 17:03:32,outras,PSG faz história na final da Champions e vence Inter de Milão por 5 a 0 ,psg historia champions vencer inter Milao 5 0,4
"Campeão, PSG receberá R$ 42,2 milhões e jogará a Copa Intercontinental",,https://exame.com/esporte/campeao-psg-recebera-r-422-milhoes-e-jogara-a-copa-intercontinental/,exame,2025-06-01 17:03:32,outras,"Campeão, PSG receberá R$ 42,2 milhões e jogará a Copa Intercontinental ",Campeao psg receber r 42 2 milhoe jogar copa intercontinental,4
Vasco x RB Bragantino: onde assistir ao vivo e horário do jogo pelo Brasileirão,,https://exame.com/esporte/vasco-x-rb-bragantino-onde-assistir-ao-vivo-e-horario-do-jogo-pelo-brasileirao/,exame,2025-06-01 17:03:32,resultado,Vasco x RB Bragantino: onde assistir ao vivo e horário do jogo pelo Brasileirão ,vasco x rb bragantino assistir vivo horario jogo brasileirao,0
Inter Miami x Columbus Crew: onde assistir ao vivo e horário do jogo pela MLS,,https://exame.com/esporte/inter-miami-x-columbus-crew-onde-assistir-ao-vivo-e-horario-do-jogo-pela-mls/,exame,2025-06-01 17:03:32,resultado,Inter Miami x Columbus Crew: onde assistir ao vivo e horário do jogo pela MLS ,inter Miami x Columbus crew assistir vivo horario jogo ml,0
São Paulo x Bahia: onde assistir ao vivo e horário do jogo pelo Brasileirão,,https://exame.com/esporte/sao-paulo-x-bahia-onde-assistir-ao-vivo-e-horario-do-jogo-pelo-brasileirao/,exame,2025-06-01 17:03:32,resultado,São Paulo x Bahia: onde assistir ao vivo e horário do jogo pelo Brasileirão ,Sao Paulo x bahia assistir vivo horario jogo brasileirao,0
Paris Saint-Germain x Inter de Milão: onde assistir ao vivo e horário da final da Champions League,,https://exame.com/esporte/paris-saint-germain-x-inter-de-milao-onde-assistir-ao-vivo-e-horario-da-final-da-champions-league/,exame,2025-06-01 17:03:32,outras,Paris Saint-Germain x Inter de Milão: onde assistir ao vivo e horário da final da Champions League ,Paris saint germain x inter Milao assistir vivo horario champions League,4
"Jogos de hoje, sábado, 31 de maio, onde assistir ao vivo e horários",,https://exame.com/esporte/jogos-de-hoje-sabado-31-de-maio-onde-assistir-ao-vivo-e-horarios/,exame,2025-06-01 17:03:32,resultado,"Jogos de hoje, sábado, 31 de maio, onde assistir ao vivo e horários ",jogo hoje sabado 31 maio assistir vivo horario,0
Libertadores 2025: Flamengo tem 50% de chance de encarar times da Argentina nas oitavas,,https://exame.com/esporte/libertadores-2025-flamengo-tem-50-de-chance-de-encarar-times-da-argentina-nas-oitavas/,exame,2025-06-01 17:03:32,resultado,Libertadores 2025: Flamengo tem 50% de chance de encarar times da Argentina nas oitavas ,libertador 2025 flamengo 50 chance encarar time argentina oitava,0
Alexander-Arnold fecha contrato de seis anos com Real Madrid e deve estrear no Mundial de Clubes,,https://exame.com/esporte/alexander-arnold-fecha-contrato-de-seis-anos-com-real-madrid-e-deve-estrear-no-mundial-de-clubes/,exame,2025-06-01 17:03:32,transferencia,Alexander-Arnold fecha contrato de seis anos com Real Madrid e deve estrear no Mundial de Clubes ,Alexander arnold fechar contrato ano real madrid estrear mundial clube,1
Champions League: quanto custa assistir à final em cima da hora? Veja valores e como comprar,,https://exame.com/esporte/champions-league-quanto-custa-assistir-a-final-em-cima-da-hora-veja-valores-e-como-comprar/,exame,2025-06-01 17:03:32,transferencia,Champions League: quanto custa assistir à final em cima da hora? Veja valores e como comprar ,champions league assistir hora valor comprar,1
